,node_number,Orbit_type_I,Orbit_type_II,two_Orbit_type
139702,139702,15,18,1518
139703,139703,72,35,3572
139704,139704,19,15,1519
139705,139705,15,19,1519
139706,139706,15,18,1518
139707,139707,16,20,1620
139708,139708,18,15,1518
139709,139709,22,20,2022
139710,139710,22,19,1922
139711,139711,22,18,1822
139712,139712,18,15,1518
139713,139713,15,18,1518
139714,139714,18,15,1518
139715,139715,18,15,1518
139716,139716,72,35,3572
139717,139717,72,35,3572
139718,139718,0,1,01
139719,139719,15,4,415
139720,139720,72,35,3572
139721,139721,15,19,1519
139722,139722,0,2,02
139723,139723,15,19,1519
139724,139724,15,18,1518
139725,139725,15,18,1518
139726,139726,18,15,1518
139727,139727,0,35,035
139728,139728,72,35,3572
139729,139729,15,18,1518
139730,139730,72,35,3572
139731,139731,18,19,1819
139732,139732,15,19,1519
139733,139733,15,19,1519
139734,139734,72,35,3572
139735,139735,1,0,01
139736,139736,15,18,1518
139737,139737,22,19,1922
139738,139738,22,19,1922
139739,139739,15,19,1519
139740,139740,15,19,1519
139741,139741,22,19,1922
139742,139742,22,19,1922
139743,139743,18,19,1819
139744,139744,15,18,1518
139745,139745,18,15,1518
139746,139746,18,15,1518
139747,139747,15,19,1519
139748,139748,18,15,1518
139749,139749,0,1,01
139750,139750,0,35,035
139751,139751,10,3,310
139752,139752,19,18,1819
139753,139753,19,15,1519
139754,139754,22,19,1922
139755,139755,22,19,1922
139756,139756,18,19,1819
139757,139757,15,18,1518
139758,139758,22,19,1922
139759,139759,18,22,1822
139760,139760,72,35,3572
139761,139761,18,15,1518
139762,139762,15,18,1518
139763,139763,18,16,1618
139764,139764,0,1,01
139765,139765,22,15,1522
139766,139766,22,19,1922
139767,139767,22,19,1922
139768,139768,18,22,1822
139769,139769,22,19,1922
139770,139770,72,35,3572
139771,139771,72,35,3572
139772,139772,18,15,1518
139773,139773,22,19,1922
139774,139774,15,18,1518
139775,139775,72,35,3572
139776,139776,0,2,02
139777,139777,22,15,1522
139778,139778,15,19,1519
139779,139779,22,19,1922
139780,139780,19,22,1922
139781,139781,22,19,1922
139782,139782,15,19,1519
139783,139783,15,19,1519
139784,139784,18,15,1518
139785,139785,18,19,1819
139786,139786,22,19,1922
139787,139787,22,19,1922
139788,139788,18,22,1822
139789,139789,15,19,1519
139790,139790,18,16,1618
139791,139791,22,19,1922
139792,139792,22,19,1922
139793,139793,18,22,1822
139794,139794,22,19,1922
139795,139795,18,15,1518
139796,139796,72,35,3572
139797,139797,18,15,1518
139798,139798,22,19,1922
139799,139799,15,18,1518
139800,139800,18,15,1518
139801,139801,15,19,1519
139802,139802,15,18,1518
139803,139803,18,15,1518
139804,139804,18,22,1822
139805,139805,72,35,3572
139806,139806,15,19,1519
139807,139807,22,19,1922
139808,139808,22,20,2022
139809,139809,22,19,1922
139810,139810,15,22,1522
139811,139811,22,19,1922
139812,139812,15,18,1518
139813,139813,15,19,1519
139814,139814,22,19,1922
139815,139815,15,19,1519
139816,139816,72,35,3572
139817,139817,22,19,1922
139818,139818,18,19,1819
139819,139819,15,24,1524
139820,139820,18,15,1518
139821,139821,15,18,1518
139822,139822,19,15,1519
139823,139823,22,18,1822
139824,139824,19,25,1925
139825,139825,15,18,1518
139826,139826,19,18,1819
139827,139827,22,19,1922
139828,139828,22,15,1522
139829,139829,18,15,1518
139830,139830,15,22,1522
139831,139831,22,19,1922
139832,139832,19,25,1925
139833,139833,18,15,1518
139834,139834,15,0,015
139835,139835,15,19,1519
139836,139836,18,15,1518
139837,139837,22,19,1922
139838,139838,15,18,1518
139839,139839,15,19,1519
139840,139840,18,15,1518
139841,139841,22,19,1922
139842,139842,18,22,1822
139843,139843,72,35,3572
139844,139844,22,19,1922
139845,139845,19,15,1519
139846,139846,72,35,3572
139847,139847,15,29,1529
139848,139848,15,1,115
139849,139849,72,35,3572
139850,139850,18,15,1518
139851,139851,72,35,3572
139852,139852,22,19,1922
139853,139853,15,18,1518
139854,139854,18,15,1518
139855,139855,15,18,1518
139856,139856,15,19,1519
139857,139857,22,19,1922
139858,139858,15,19,1519
139859,139859,22,19,1922
139860,139860,15,18,1518
139861,139861,18,19,1819
139862,139862,72,35,3572
139863,139863,15,18,1518
139864,139864,19,15,1519
139865,139865,19,15,1519
139866,139866,15,19,1519
139867,139867,72,35,3572
139868,139868,19,18,1819
139869,139869,22,19,1922
139870,139870,22,19,1922
139871,139871,22,19,1922
139872,139872,18,15,1518
139873,139873,15,19,1519
139874,139874,22,19,1922
139875,139875,15,6,615
139876,139876,18,15,1518
139877,139877,22,19,1922
139878,139878,72,35,3572
139879,139879,22,19,1922
139880,139880,19,15,1519
139881,139881,22,19,1922
139882,139882,19,15,1519
139883,139883,18,15,1518
139884,139884,19,15,1519
139885,139885,22,19,1922
139886,139886,15,18,1518
139887,139887,15,18,1518
139888,139888,18,19,1819
139889,139889,19,15,1519
139890,139890,22,19,1922
139891,139891,18,15,1518
139892,139892,22,19,1922
139893,139893,22,19,1922
139894,139894,22,18,1822
139895,139895,22,19,1922
139896,139896,15,19,1519
139897,139897,22,19,1922
139898,139898,22,19,1922
139899,139899,18,15,1518
139900,139900,72,35,3572
139901,139901,19,15,1519
139902,139902,18,15,1518
139903,139903,72,35,3572
139904,139904,18,15,1518
139905,139905,15,16,1516
139906,139906,72,35,3572
139907,139907,18,15,1518
139908,139908,15,19,1519
139909,139909,22,19,1922
139910,139910,22,19,1922
139911,139911,15,19,1519
139912,139912,18,15,1518
139913,139913,22,19,1922
139914,139914,18,15,1518
139915,139915,18,19,1819
139916,139916,15,18,1518
139917,139917,72,35,3572
139918,139918,15,19,1519
139919,139919,15,22,1522
139920,139920,22,18,1822
139921,139921,19,15,1519
139922,139922,18,15,1518
139923,139923,22,19,1922
139924,139924,22,19,1922
139925,139925,18,15,1518
139926,139926,22,19,1922
139927,139927,72,35,3572
139928,139928,15,18,1518
139929,139929,15,18,1518
139930,139930,22,19,1922
139931,139931,22,19,1922
139932,139932,22,19,1922
139933,139933,15,22,1522
139934,139934,18,22,1822
139935,139935,22,19,1922
139936,139936,15,18,1518
139937,139937,18,15,1518
139938,139938,22,19,1922
139939,139939,19,18,1819
139940,139940,18,15,1518
139941,139941,18,22,1822
139942,139942,18,15,1518
139943,139943,15,16,1516
139944,139944,18,19,1819
139945,139945,15,19,1519
139946,139946,18,19,1819
139947,139947,0,35,035
139948,139948,18,19,1819
139949,139949,22,19,1922
139950,139950,18,22,1822
139951,139951,18,15,1518
139952,139952,22,19,1922
139953,139953,15,18,1518
139954,139954,22,19,1922
139955,139955,22,19,1922
139956,139956,16,21,1621
139957,139957,18,19,1819
139958,139958,18,15,1518
139959,139959,72,35,3572
139960,139960,22,19,1922
139961,139961,0,2,02
139962,139962,18,15,1518
139963,139963,72,35,3572
139964,139964,0,1,01
139965,139965,15,19,1519
139966,139966,15,19,1519
139967,139967,22,15,1522
139968,139968,22,19,1922
139969,139969,15,18,1518
139970,139970,15,19,1519
139971,139971,18,15,1518
139972,139972,18,15,1518
139973,139973,18,19,1819
139974,139974,0,1,01
139975,139975,18,22,1822
139976,139976,19,22,1922
139977,139977,18,15,1518
139978,139978,22,19,1922
139979,139979,22,15,1522
139980,139980,22,19,1922
139981,139981,22,15,1522
139982,139982,18,15,1518
139983,139983,19,1,119
139984,139984,18,22,1822
139985,139985,18,15,1518
139986,139986,22,19,1922
139987,139987,18,22,1822
139988,139988,22,18,1822
139989,139989,18,15,1518
139990,139990,18,15,1518
139991,139991,15,18,1518
139992,139992,15,19,1519
139993,139993,22,18,1822
139994,139994,18,15,1518
139995,139995,19,15,1519
139996,139996,15,22,1522
139997,139997,22,19,1922
139998,139998,15,19,1519
139999,139999,16,19,1619
140000,140000,15,18,1518
140001,140001,72,35,3572
140002,140002,18,15,1518
140003,140003,22,19,1922
140004,140004,22,19,1922
140005,140005,18,22,1822
140006,140006,72,35,3572
140007,140007,22,18,1822
140008,140008,22,19,1922
140009,140009,22,18,1822
140010,140010,18,15,1518
140011,140011,15,18,1518
140012,140012,22,19,1922
140013,140013,72,35,3572
140014,140014,22,18,1822
140015,140015,15,19,1519
140016,140016,15,20,1520
140017,140017,0,35,035
140018,140018,22,19,1922
140019,140019,18,22,1822
140020,140020,22,19,1922
140021,140021,22,19,1922
140022,140022,15,18,1518
140023,140023,18,15,1518
140024,140024,22,19,1922
140025,140025,15,18,1518
140026,140026,72,35,3572
140027,140027,22,19,1922
140028,140028,22,19,1922
140029,140029,22,18,1822
140030,140030,22,18,1822
140031,140031,18,22,1822
140032,140032,18,15,1518
140033,140033,22,20,2022
140034,140034,15,18,1518
140035,140035,18,15,1518
140036,140036,22,18,1822
140037,140037,22,19,1922
140038,140038,15,19,1519
140039,140039,22,19,1922
140040,140040,22,15,1522
140041,140041,22,15,1522
140042,140042,15,19,1519
140043,140043,22,19,1922
140044,140044,15,18,1518
140045,140045,22,19,1922
140046,140046,22,19,1922
140047,140047,22,18,1822
140048,140048,18,19,1819
140049,140049,18,22,1822
140050,140050,18,15,1518
140051,140051,22,19,1922
140052,140052,22,20,2022
140053,140053,19,22,1922
140054,140054,22,19,1922
140055,140055,22,19,1922
140056,140056,22,19,1922
140057,140057,22,18,1822
140058,140058,15,18,1518
140059,140059,22,19,1922
140060,140060,22,19,1922
140061,140061,18,15,1518
140062,140062,19,22,1922
140063,140063,18,22,1822
140064,140064,18,22,1822
140065,140065,22,19,1922
140066,140066,15,19,1519
140067,140067,22,19,1922
140068,140068,18,22,1822
140069,140069,72,35,3572
140070,140070,22,19,1922
140071,140071,22,20,2022
140072,140072,18,15,1518
140073,140073,22,19,1922
140074,140074,15,22,1522
140075,140075,22,18,1822
140076,140076,22,19,1922
140077,140077,22,18,1822
140078,140078,18,22,1822
140079,140079,22,18,1822
140080,140080,72,35,3572
140081,140081,22,19,1922
140082,140082,18,15,1518
140083,140083,22,19,1922
140084,140084,15,18,1518
140085,140085,22,19,1922
140086,140086,22,18,1822
140087,140087,22,19,1922
140088,140088,15,18,1518
140089,140089,22,18,1822
140090,140090,22,18,1822
140091,140091,72,35,3572
140092,140092,18,22,1822
140093,140093,22,19,1922
140094,140094,22,19,1922
140095,140095,22,18,1822
140096,140096,15,18,1518
140097,140097,18,15,1518
140098,140098,18,15,1518
140099,140099,18,19,1819
140100,140100,18,22,1822
140101,140101,0,1,01
140102,140102,0,1,01
140103,140103,22,19,1922
140104,140104,15,18,1518
140105,140105,22,19,1922
140106,140106,22,20,2022
140107,140107,72,35,3572
140108,140108,15,18,1518
140109,140109,18,22,1822
140110,140110,22,18,1822
140111,140111,15,22,1522
140112,140112,15,20,1520
140113,140113,18,15,1518
140114,140114,22,19,1922
140115,140115,20,19,1920
140116,140116,72,35,3572
140117,140117,22,19,1922
140118,140118,22,19,1922
140119,140119,18,22,1822
140120,140120,18,15,1518
140121,140121,18,19,1819
140122,140122,22,19,1922
140123,140123,18,19,1819
140124,140124,15,19,1519
140125,140125,18,15,1518
140126,140126,18,22,1822
140127,140127,22,18,1822
140128,140128,18,19,1819
140129,140129,22,19,1922
140130,140130,22,19,1922
140131,140131,22,19,1922
140132,140132,22,19,1922
140133,140133,15,16,1516
140134,140134,18,22,1822
140135,140135,15,18,1518
140136,140136,22,19,1922
140137,140137,22,19,1922
140138,140138,22,19,1922
140139,140139,22,20,2022
140140,140140,15,18,1518
140141,140141,22,19,1922
140142,140142,18,15,1518
140143,140143,22,19,1922
140144,140144,22,18,1822
140145,140145,0,35,035
140146,140146,22,18,1822
140147,140147,18,22,1822
140148,140148,22,19,1922
140149,140149,22,19,1922
140150,140150,22,19,1922
140151,140151,22,18,1822
140152,140152,19,22,1922
140153,140153,18,15,1518
140154,140154,22,18,1822
140155,140155,22,18,1822
140156,140156,72,35,3572
140157,140157,18,22,1822
140158,140158,22,19,1922
140159,140159,15,19,1519
140160,140160,22,19,1922
140161,140161,18,19,1819
140162,140162,22,19,1922
140163,140163,15,22,1522
140164,140164,15,19,1519
140165,140165,22,19,1922
140166,140166,15,18,1518
140167,140167,15,19,1519
140168,140168,22,19,1922
140169,140169,15,19,1519
140170,140170,22,19,1922
140171,140171,22,19,1922
140172,140172,22,19,1922
140173,140173,22,20,2022
140174,140174,22,19,1922
140175,140175,18,22,1822
140176,140176,22,18,1822
140177,140177,18,19,1819
140178,140178,18,22,1822
140179,140179,18,15,1518
140180,140180,72,35,3572
140181,140181,4,0,04
140182,140182,15,19,1519
140183,140183,20,19,1920
140184,140184,15,19,1519
140185,140185,22,19,1922
140186,140186,22,19,1922
140187,140187,22,18,1822
140188,140188,22,19,1922
140189,140189,18,19,1819
140190,140190,22,18,1822
140191,140191,18,22,1822
140192,140192,15,18,1518
140193,140193,18,15,1518
140194,140194,15,18,1518
140195,140195,22,19,1922
140196,140196,22,19,1922
140197,140197,22,19,1922
140198,140198,22,19,1922
140199,140199,22,19,1922
140200,140200,22,18,1822
140201,140201,22,18,1822
140202,140202,22,18,1822
140203,140203,18,15,1518
140204,140204,18,15,1518
140205,140205,15,19,1519
140206,140206,15,19,1519
140207,140207,22,18,1822
140208,140208,18,15,1518
140209,140209,22,18,1822
140210,140210,18,19,1819
140211,140211,22,18,1822
140212,140212,15,19,1519
140213,140213,15,18,1518
140214,140214,22,19,1922
140215,140215,18,15,1518
140216,140216,18,15,1518
140217,140217,15,18,1518
140218,140218,18,19,1819
140219,140219,22,19,1922
140220,140220,18,15,1518
140221,140221,18,19,1819
140222,140222,22,20,2022
140223,140223,18,22,1822
140224,140224,22,19,1922
140225,140225,22,18,1822
140226,140226,15,19,1519
140227,140227,19,18,1819
140228,140228,18,15,1518
140229,140229,22,19,1922
140230,140230,19,22,1922
140231,140231,22,18,1822
140232,140232,18,15,1518
140233,140233,22,19,1922
140234,140234,22,19,1922
140235,140235,22,18,1822
140236,140236,15,18,1518
140237,140237,72,35,3572
140238,140238,18,15,1518
140239,140239,72,35,3572
140240,140240,0,35,035
140241,140241,22,15,1522
140242,140242,15,18,1518
140243,140243,0,35,035
140244,140244,72,35,3572
140245,140245,72,35,3572
140246,140246,72,35,3572
140247,140247,22,19,1922
140248,140248,22,19,1922
140249,140249,19,15,1519
140250,140250,22,19,1922
140251,140251,0,2,02
140252,140252,0,2,02
140253,140253,18,15,1518
140254,140254,0,35,035
140255,140255,22,19,1922
140256,140256,18,15,1518
140257,140257,15,19,1519
140258,140258,72,35,3572
140259,140259,72,35,3572
140260,140260,22,19,1922
140261,140261,0,35,035
140262,140262,22,20,2022
140263,140263,1,6,16
140264,140264,15,19,1519
140265,140265,72,35,3572
140266,140266,72,35,3572
140267,140267,15,19,1519
140268,140268,19,22,1922
140269,140269,0,35,035
140270,140270,22,19,1922
140271,140271,18,15,1518
140272,140272,15,19,1519
140273,140273,22,19,1922
140274,140274,15,19,1519
140275,140275,22,20,2022
140276,140276,72,35,3572
140277,140277,15,19,1519
140278,140278,15,18,1518
140279,140279,18,19,1819
140280,140280,19,18,1819
140281,140281,19,22,1922
140282,140282,72,35,3572
140283,140283,18,22,1822
140284,140284,15,18,1518
140285,140285,18,19,1819
140286,140286,22,32,2232
140287,140287,4,15,415
140288,140288,15,19,1519
140289,140289,72,35,3572
140290,140290,2,7,27
140291,140291,0,1,01
140292,140292,18,15,1518
140293,140293,72,35,3572
140294,140294,22,19,1922
140295,140295,15,19,1519
140296,140296,15,19,1519
140297,140297,18,15,1518
140298,140298,15,18,1518
140299,140299,19,22,1922
140300,140300,15,19,1519
140301,140301,15,18,1518
140302,140302,0,10,010
140303,140303,18,15,1518
140304,140304,22,19,1922
140305,140305,15,18,1518
140306,140306,18,19,1819
140307,140307,22,19,1922
140308,140308,15,19,1519
140309,140309,22,19,1922
140310,140310,0,10,010
140311,140311,72,35,3572
140312,140312,22,19,1922
140313,140313,0,35,035
140314,140314,18,19,1819
140315,140315,15,19,1519
140316,140316,72,35,3572
140317,140317,18,19,1819
140318,140318,22,20,2022
140319,140319,15,19,1519
140320,140320,15,19,1519
140321,140321,18,15,1518
140322,140322,22,19,1922
140323,140323,72,35,3572
140324,140324,15,18,1518
140325,140325,22,19,1922
140326,140326,16,18,1618
140327,140327,15,19,1519
140328,140328,72,35,3572
140329,140329,22,15,1522
140330,140330,15,18,1518
140331,140331,0,1,01
140332,140332,15,19,1519
140333,140333,15,19,1519
140334,140334,16,0,016
140335,140335,72,35,3572
140336,140336,0,35,035
140337,140337,22,6,622
140338,140338,72,35,3572
140339,140339,18,19,1819
140340,140340,72,35,3572
140341,140341,15,19,1519
140342,140342,22,19,1922
140343,140343,0,5,05
140344,140344,15,22,1522
140345,140345,15,19,1519
140346,140346,15,19,1519
140347,140347,19,15,1519
140348,140348,22,19,1922
140349,140349,15,19,1519
140350,140350,15,19,1519
140351,140351,15,18,1518
140352,140352,19,15,1519
140353,140353,18,22,1822
140354,140354,15,19,1519
140355,140355,22,18,1822
140356,140356,22,19,1922
140357,140357,15,19,1519
140358,140358,18,15,1518
140359,140359,22,19,1922
140360,140360,19,15,1519
140361,140361,15,19,1519
140362,140362,15,22,1522
140363,140363,15,19,1519
140364,140364,15,19,1519
140365,140365,20,5,520
140366,140366,18,15,1518
140367,140367,18,15,1518
140368,140368,15,19,1519
140369,140369,22,19,1922
140370,140370,15,24,1524
140371,140371,15,19,1519
140372,140372,15,18,1518
140373,140373,22,15,1522
140374,140374,72,35,3572
140375,140375,72,35,3572
140376,140376,72,35,3572
140377,140377,22,19,1922
140378,140378,15,19,1519
140379,140379,22,19,1922
140380,140380,4,24,424
140381,140381,22,19,1922
140382,140382,15,18,1518
140383,140383,0,35,035
140384,140384,22,19,1922
140385,140385,22,19,1922
140386,140386,15,19,1519
140387,140387,15,19,1519
140388,140388,0,1,01
140389,140389,22,19,1922
140390,140390,22,20,2022
140391,140391,72,35,3572
140392,140392,72,35,3572
140393,140393,22,19,1922
140394,140394,15,19,1519
140395,140395,15,19,1519
140396,140396,19,15,1519
140397,140397,15,19,1519
140398,140398,72,35,3572
140399,140399,15,19,1519
140400,140400,72,35,3572
140401,140401,18,15,1518
140402,140402,15,19,1519
140403,140403,15,4,415
140404,140404,16,15,1516
140405,140405,72,35,3572
140406,140406,22,19,1922
140407,140407,18,19,1819
140408,140408,15,18,1518
140409,140409,18,19,1819
140410,140410,15,18,1518
140411,140411,0,35,035
140412,140412,15,18,1518
140413,140413,18,19,1819
140414,140414,15,22,1522
140415,140415,19,18,1819
140416,140416,15,19,1519
140417,140417,22,15,1522
140418,140418,72,35,3572
140419,140419,22,15,1522
140420,140420,72,35,3572
140421,140421,22,19,1922
140422,140422,15,19,1519
140423,140423,0,35,035
140424,140424,0,35,035
140425,140425,18,16,1618
140426,140426,22,19,1922
140427,140427,18,22,1822
140428,140428,22,19,1922
140429,140429,15,4,415
140430,140430,18,15,1518
140431,140431,15,18,1518
140432,140432,18,19,1819
140433,140433,72,35,3572
140434,140434,15,19,1519
140435,140435,18,15,1518
140436,140436,15,19,1519
140437,140437,22,15,1522
140438,140438,15,19,1519
140439,140439,16,15,1516
140440,140440,0,35,035
140441,140441,72,35,3572
140442,140442,72,35,3572
140443,140443,15,19,1519
140444,140444,72,35,3572
140445,140445,15,19,1519
140446,140446,20,22,2022
140447,140447,72,35,3572
140448,140448,72,35,3572
140449,140449,22,19,1922
140450,140450,15,18,1518
140451,140451,15,19,1519
140452,140452,22,19,1922
140453,140453,22,19,1922
140454,140454,22,19,1922
140455,140455,15,19,1519
140456,140456,22,19,1922
140457,140457,72,35,3572
140458,140458,22,18,1822
140459,140459,22,15,1522
140460,140460,22,15,1522
140461,140461,15,16,1516
140462,140462,15,18,1518
140463,140463,18,15,1518
140464,140464,72,35,3572
140465,140465,0,1,01
140466,140466,18,19,1819
140467,140467,22,19,1922
140468,140468,22,19,1922
140469,140469,15,18,1518
140470,140470,15,18,1518
140471,140471,19,15,1519
140472,140472,1,6,16
140473,140473,0,1,01
140474,140474,22,20,2022
140475,140475,19,15,1519
140476,140476,22,18,1822
140477,140477,15,18,1518
140478,140478,22,19,1922
140479,140479,22,18,1822
140480,140480,72,35,3572
140481,140481,15,19,1519
140482,140482,18,15,1518
140483,140483,15,18,1518
140484,140484,22,15,1522
140485,140485,4,18,418
140486,140486,18,22,1822
140487,140487,18,15,1518
140488,140488,15,19,1519
140489,140489,18,15,1518
140490,140490,15,19,1519
140491,140491,18,22,1822
140492,140492,18,15,1518
140493,140493,22,19,1922
140494,140494,19,15,1519
140495,140495,22,20,2022
140496,140496,15,18,1518
140497,140497,15,22,1522
140498,140498,72,35,3572
140499,140499,72,35,3572
140500,140500,72,35,3572
140501,140501,15,18,1518
140502,140502,72,35,3572
140503,140503,18,15,1518
140504,140504,15,4,415
140505,140505,22,19,1922
140506,140506,15,19,1519
140507,140507,18,20,1820
140508,140508,15,19,1519
140509,140509,15,19,1519
140510,140510,22,19,1922
140511,140511,18,22,1822
140512,140512,72,35,3572
140513,140513,15,18,1518
140514,140514,15,19,1519
140515,140515,15,19,1519
140516,140516,15,19,1519
140517,140517,22,19,1922
140518,140518,19,22,1922
140519,140519,22,19,1922
140520,140520,22,19,1922
140521,140521,19,22,1922
140522,140522,15,18,1518
140523,140523,72,35,3572
140524,140524,1,0,01
140525,140525,1,15,115
140526,140526,72,35,3572
140527,140527,72,35,3572
140528,140528,18,19,1819
140529,140529,18,15,1518
140530,140530,19,22,1922
140531,140531,22,18,1822
140532,140532,15,4,415
140533,140533,22,20,2022
140534,140534,15,19,1519
140535,140535,19,22,1922
140536,140536,18,15,1518
140537,140537,22,15,1522
140538,140538,22,19,1922
140539,140539,72,35,3572
140540,140540,19,15,1519
140541,140541,16,4,416
140542,140542,72,35,3572
140543,140543,72,35,3572
140544,140544,19,22,1922
140545,140545,22,18,1822
140546,140546,15,19,1519
140547,140547,22,19,1922
140548,140548,22,18,1822
140549,140549,15,19,1519
140550,140550,15,18,1518
140551,140551,15,22,1522
140552,140552,15,18,1518
140553,140553,19,20,1920
140554,140554,22,15,1522
140555,140555,22,18,1822
140556,140556,15,18,1518
140557,140557,22,19,1922
140558,140558,18,19,1819
140559,140559,15,19,1519
140560,140560,22,19,1922
140561,140561,15,19,1519
140562,140562,22,19,1922
140563,140563,15,18,1518
140564,140564,22,19,1922
140565,140565,72,35,3572
140566,140566,72,35,3572
140567,140567,15,22,1522
140568,140568,22,19,1922
140569,140569,18,15,1518
140570,140570,72,35,3572
140571,140571,18,15,1518
140572,140572,18,19,1819
140573,140573,19,15,1519
140574,140574,22,18,1822
140575,140575,15,16,1516
140576,140576,15,19,1519
140577,140577,15,19,1519
140578,140578,72,35,3572
140579,140579,22,19,1922
140580,140580,72,35,3572
140581,140581,15,19,1519
140582,140582,22,19,1922
140583,140583,15,19,1519
140584,140584,15,19,1519
140585,140585,18,19,1819
140586,140586,18,15,1518
140587,140587,15,19,1519
140588,140588,72,35,3572
140589,140589,72,35,3572
140590,140590,15,22,1522
140591,140591,18,22,1822
140592,140592,2,7,27
140593,140593,22,19,1922
140594,140594,22,19,1922
140595,140595,15,19,1519
140596,140596,15,19,1519
140597,140597,15,22,1522
140598,140598,15,22,1522
140599,140599,19,15,1519
140600,140600,22,18,1822
140601,140601,15,19,1519
140602,140602,22,19,1922
140603,140603,18,15,1518
140604,140604,22,19,1922
140605,140605,15,18,1518
140606,140606,22,19,1922
140607,140607,19,18,1819
140608,140608,22,19,1922
140609,140609,22,19,1922
140610,140610,18,15,1518
140611,140611,15,19,1519
140612,140612,19,15,1519
140613,140613,22,19,1922
140614,140614,22,19,1922
140615,140615,0,35,035
140616,140616,15,22,1522
140617,140617,22,19,1922
140618,140618,18,15,1518
140619,140619,22,19,1922
140620,140620,18,15,1518
140621,140621,0,1,01
140622,140622,15,19,1519
140623,140623,22,19,1922
140624,140624,15,19,1519
140625,140625,22,19,1922
140626,140626,22,19,1922
140627,140627,18,22,1822
140628,140628,72,35,3572
140629,140629,22,19,1922
140630,140630,22,19,1922
140631,140631,22,18,1822
140632,140632,15,19,1519
140633,140633,22,19,1922
140634,140634,15,19,1519
140635,140635,22,19,1922
140636,140636,18,15,1518
140637,140637,15,19,1519
140638,140638,18,15,1518
140639,140639,72,35,3572
140640,140640,22,19,1922
140641,140641,22,19,1922
140642,140642,18,19,1819
140643,140643,18,22,1822
140644,140644,22,19,1922
140645,140645,18,15,1518
140646,140646,72,35,3572
140647,140647,22,19,1922
140648,140648,22,19,1922
140649,140649,18,22,1822
140650,140650,22,18,1822
140651,140651,15,18,1518
140652,140652,15,18,1518
140653,140653,18,15,1518
140654,140654,15,18,1518
140655,140655,15,18,1518
140656,140656,19,22,1922
140657,140657,19,15,1519
140658,140658,15,18,1518
140659,140659,15,22,1522
140660,140660,18,22,1822
140661,140661,22,19,1922
140662,140662,22,19,1922
140663,140663,22,19,1922
140664,140664,15,19,1519
140665,140665,22,19,1922
140666,140666,18,22,1822
140667,140667,18,15,1518
140668,140668,22,19,1922
140669,140669,22,19,1922
140670,140670,15,18,1518
140671,140671,22,19,1922
140672,140672,72,35,3572
140673,140673,15,18,1518
140674,140674,15,19,1519
140675,140675,72,35,3572
140676,140676,18,22,1822
140677,140677,18,15,1518
140678,140678,15,18,1518
140679,140679,15,20,1520
140680,140680,22,19,1922
140681,140681,15,18,1518
140682,140682,22,15,1522
140683,140683,22,19,1922
140684,140684,15,18,1518
140685,140685,19,18,1819
140686,140686,18,19,1819
140687,140687,15,19,1519
140688,140688,22,18,1822
140689,140689,18,19,1819
140690,140690,15,19,1519
140691,140691,0,2,02
140692,140692,22,19,1922
140693,140693,18,19,1819
140694,140694,18,15,1518
140695,140695,22,19,1922
140696,140696,22,19,1922
140697,140697,18,15,1518
140698,140698,22,19,1922
140699,140699,22,19,1922
140700,140700,18,15,1518
140701,140701,22,19,1922
140702,140702,22,19,1922
140703,140703,18,22,1822
140704,140704,18,15,1518
140705,140705,15,22,1522
140706,140706,22,19,1922
140707,140707,18,19,1819
140708,140708,22,19,1922
140709,140709,22,19,1922
140710,140710,18,15,1518
140711,140711,22,19,1922
140712,140712,15,18,1518
140713,140713,15,18,1518
140714,140714,22,19,1922
140715,140715,15,18,1518
140716,140716,19,18,1819
140717,140717,15,19,1519
140718,140718,22,19,1922
140719,140719,18,19,1819
140720,140720,18,22,1822
140721,140721,18,15,1518
140722,140722,15,18,1518
140723,140723,15,18,1518
140724,140724,22,19,1922
140725,140725,22,19,1922
140726,140726,22,19,1922
140727,140727,22,19,1922
140728,140728,18,15,1518
140729,140729,15,4,415
140730,140730,15,21,1521
140731,140731,22,19,1922
140732,140732,19,22,1922
140733,140733,18,19,1819
140734,140734,15,19,1519
140735,140735,15,22,1522
140736,140736,22,19,1922
140737,140737,22,19,1922
140738,140738,15,19,1519
140739,140739,15,19,1519
140740,140740,22,15,1522
140741,140741,15,18,1518
140742,140742,72,35,3572
140743,140743,19,18,1819
140744,140744,22,19,1922
140745,140745,18,19,1819
140746,140746,22,19,1922
140747,140747,0,1,01
140748,140748,15,19,1519
140749,140749,72,35,3572
140750,140750,18,15,1518
140751,140751,0,1,01
140752,140752,22,19,1922
140753,140753,22,19,1922
140754,140754,15,19,1519
140755,140755,22,19,1922
140756,140756,22,19,1922
140757,140757,15,22,1522
140758,140758,19,15,1519
140759,140759,22,19,1922
140760,140760,18,19,1819
140761,140761,72,35,3572
140762,140762,18,15,1518
140763,140763,22,18,1822
140764,140764,22,18,1822
140765,140765,15,18,1518
140766,140766,15,19,1519
140767,140767,22,15,1522
140768,140768,22,19,1922
140769,140769,18,15,1518
140770,140770,22,19,1922
140771,140771,22,19,1922
140772,140772,72,35,3572
140773,140773,15,18,1518
140774,140774,22,19,1922
140775,140775,15,19,1519
140776,140776,22,19,1922
140777,140777,19,1,119
140778,140778,22,18,1822
140779,140779,72,35,3572
140780,140780,15,22,1522
